ID,text,user_name,date,lang,country,sentiment
1249075447582691328,Environmental racism is a huge reason why black &amp; brown communities are being hit disproportionately hard by the coronavirus.,Jamie_Margolin,Sat Apr 11 20:42:48 +0000 2020,en,None,negative
1249075451546537990,Fact-Check: Trump Says U.S. Has ‘Best’ COVID-19 Testing System (Nope) https://t.co/vv3SzifF94 https://t.co/cTAcdgYnVi,randyslovacek,Sat Apr 11 20:42:49 +0000 2020,en,None,negative
1249075454398488577,"Agree, I see hispanics congregating in stores, shaking hands, no gloves, no respect for personal space",bonartgl,Sat Apr 11 20:42:49 +0000 2020,en,None,negative
1249075454717329409,New campaign  slogan. Dead tired of all that winning yet?          @laserhaas01,Purplegarter1,Sat Apr 11 20:42:49 +0000 2020,en,None,negative
1249075458525839362,I truly feel sorry for people who voted #Trump in 2016. Convinced the antisocial billionaire was their friend to no… https://t.co/zhpD0LhrcU,Gettunoiu,Sat Apr 11 20:42:50 +0000 2020,en,None,negative
1249075459091881984,"@realDonaldTrump @nytimes @washingtonpost https://t.co/McfPAaDqHB

It is ignorant to not take some more extreme mea… https://t.co/EdOgbXiJhd",M1Seamus,Sat Apr 11 20:42:50 +0000 2020,en,None,negative
1249075462594166784,"#NeedforGlobalRepentance
Hos 6:1 ""Come, let us return to the LORD. He has torn us to pieces but he will heal us; he… https://t.co/oPxbJil6K8",AwaraDickson,Sat Apr 11 20:42:51 +0000 2020,en,None,negative
1249075468327890944,"There are decades where nothing happens; and there are weeks where decades happen. – Vladimir Lenin

#COVID19… https://t.co/FwkuihPwik",makwikhak,Sat Apr 11 20:42:53 +0000 2020,en,None,negative
1249075472253603840,"@RealMattCouch Open it up now.  Now now now.  What the hell are they waiting for?  Well, the idiot governors coweri… https://t.co/fzPWQDFXgv",AJustin74,Sat Apr 11 20:42:53 +0000 2020,en,None,negative
1249085437316038662,"The places a COVID-19 recession will likely hit hardest
 https://t.co/r61ot1hUnk",MLUVYNews,Sat Apr 11 21:22:29 +0000 2020,en,None,negative
1249085437043453952,"#Austria #EU #Europe
  Cases: 13,806 (+7)
  Death: 337
  Recovered: 6,604
  Critical: 246
  New %: 1.8%
  Death %:… https://t.co/5g8beBR2Ww",Covid19Stat,Sat Apr 11 21:22:29 +0000 2020,en,None,negative
1249085438624550912,*My mom beat Covid-19 * (SHOCKED),_Roger08,Sat Apr 11 21:22:30 +0000 2020,en,None,negative
1249085440981950465,@CNN THE DEMOCRATS AND LEFTIST MEDIA ARE USING THE CORONAVIRUS TO DESTROY OUR ECONOMY BECAUSE THEY HATE TRUMP MORE… https://t.co/sAkj3hE1km,GaultJohan,Sat Apr 11 21:22:30 +0000 2020,en,None,negative
1249085443020328962,"#Individual1 #KillingAmericans States Are Livid After Trump Sends Useless Coronavirus Testing Equipment

https://t.co/25e1Ox9oqd",13ironz,Sat Apr 11 21:22:31 +0000 2020,en,None,negative
1249085442764484614,Coronavirus mutates slower than the flu say experts - which will give scientists longer to develop an effective vac… https://t.co/jkFcjveg8Z,mattjamesmedium,Sat Apr 11 21:22:31 +0000 2020,en,None,negative
1249085443221721094,European supertrawlers target UK waters as fishing industry struggles with coronavirus crisis https://t.co/u188vV7WIa,puffin1952,Sat Apr 11 21:22:31 +0000 2020,en,None,negative
1249085443435446272,"This makes me sad, and I've never even been there.",Geek_Gayle,Sat Apr 11 21:22:31 +0000 2020,en,None,negative
1249085447680245762,Business as usual @ #Wuhan market.... nothing to see here.... #COVIDー19 #China,RNCrypto74,Sat Apr 11 21:22:32 +0000 2020,en,None,negative
1249085447885721601,"This nobody is out of line.

AOC is just ticked off because her man Bernie is a 2x quitter. 

AOC claims Trump's 'x… https://t.co/tOy32soPr8",GKeile,Sat Apr 11 21:22:32 +0000 2020,en,None,negative
1249085451354415104,"@SbBarclay @SkyNews Last I heard it was Coronavirus not Boronavirus.

He's ill in hospital. He also isn't an infect… https://t.co/AOenZcpCbc",dxdge84,Sat Apr 11 21:22:33 +0000 2020,en,None,negative
1249085452390293504,"There is no plan from the federal government to get out of this. And even if their was, their complete incompetence… https://t.co/GVgPKHK6xZ",cbeilinson,Sat Apr 11 21:22:33 +0000 2020,en,None,negative
1249085452964876288,"""Dont let them dock. I don't want to increase our numbers. Our numbers are tremendous. These guys will ruin those n… https://t.co/kK7I2B7MdV",matilackisback,Sat Apr 11 21:22:33 +0000 2020,en,None,negative
1249085454474977280,Where they belong with NO PUBLIC SYMPATHY,jmassa17,Sat Apr 11 21:22:33 +0000 2020,en,None,negative
1249085462121254913,Fuck you WHO...do you really job..it s not your job to tell us what we ll do with our kids...,MomoHaro2,Sat Apr 11 21:22:35 +0000 2020,en,None,negative
1249085463253733377,"He Could Have Seen What Was Coming: Behind Trump’s Failure

“Nobody knew there would be a pandemic of this proporti… https://t.co/nCY8edDtLG",PrairyFyre,Sat Apr 11 21:22:35 +0000 2020,en,None,negative
1249085463748661249,"At a time when everyone should be playing the role of humanitarian, labor disputes do not belong in fundraisers for… https://t.co/x4ZDuu7woJ",JonathanDemar,Sat Apr 11 21:22:36 +0000 2020,en,None,negative
1249085464025403392,Coronavirus found in air samples up to 4 metres from patients: Study https://t.co/i70iuuPPbd,MandyMallia,Sat Apr 11 21:22:36 +0000 2020,en,None,negative
1249085464537108480,Seriously? What the fuck is wrong with people?!?!,meri315,Sat Apr 11 21:22:36 +0000 2020,en,None,negative
1249085467892441088,"One of the most essential services, because there is no private profiteering from it, is completely abandoned by th… https://t.co/2sywiB2u9A",AnitaCoulter,Sat Apr 11 21:22:37 +0000 2020,en,None,negative
1249085473684779008,"Model shows spike in #coronavirus case in summer if lockdown is lifted 

HEAT WON’T KILL IT..

New US government fi… https://t.co/ZtY99dtlri",VGKnightinArmor,Sat Apr 11 21:22:38 +0000 2020,en,None,negative
1249085475895357443,The Chinese communists now run our “American” tech companies and suppressed the brutal regime and their 4th generat… https://t.co/ZnNCdVv4JI,LogosOfHealth,Sat Apr 11 21:22:38 +0000 2020,en,None,negative
1249085476054667268,@john_gibbs48 Trump is Embarassed to show his school records. Remember this idiot actually bankrupted a Casino so n… https://t.co/NUUFeyG8fe,selectttt,Sat Apr 11 21:22:39 +0000 2020,en,None,negative
1249093097419673601,Tom Cotton was already on my list of horrid-people-we-would-be-better-off-not-having-any-control-over-our-lives.  https://t.co/fIFlmWA7h5,PrisGalstaun,Sat Apr 11 21:52:56 +0000 2020,en,None,negative
1249093097725755395,AVENATTI out of prison on bond bc of coronavirus 👇,Hope8610,Sat Apr 11 21:52:56 +0000 2020,en,None,negative
1249093097377710080,Covid-19: Actress Hilary Heath dies from Coronavirus https://t.co/ORehyCq8UB https://t.co/6zl3nMpsOy,OgeneAfrican,Sat Apr 11 21:52:56 +0000 2020,en,None,negative
1249093098644353024,"Spain deaths fall, but UK's top 900 again: COVID-19 daily bulletin
⁦@lostfoundagain⁩  https://t.co/hIi87WCOoO",colin_goodayle,Sat Apr 11 21:52:56 +0000 2020,en,None,negative
1249067746006052865,"Coronavirus Update: US 

Number of confirmed coronavirus deaths in the U.S. has reached 20,000.

#covid-19… https://t.co/fId9CPdKRy",Orodata,Sat Apr 11 20:12:11 +0000 2020,en,None,neutral
1249067746081624077,"There are no ""fact checkers;"" merely puppets employed to peddle the propaganda of their masters.  

Facebook‘s Fact… https://t.co/YEKmdgI9ez",_Mississipp1_,Sat Apr 11 20:12:11 +0000 2020,en,None,neutral
1249067746534531073,It’s Kansas. There are only like 12 people in the town. If someone had COVID-19 by now they’d all have it.,Mritzap,Sat Apr 11 20:12:11 +0000 2020,en,None,neutral
1249067746614300672,Tough laws for private car owners in efforts to curb Covid-19 – Nairobi News - https://t.co/Paa9vSPCq4,kenyan_digest,Sat Apr 11 20:12:12 +0000 2020,en,None,neutral
1249067749420208135,How companies are confronting the unparalleled uncertainty of the coronavirus crisis https://t.co/x9O7GPoAch,jamiebunn,Sat Apr 11 20:12:12 +0000 2020,en,None,neutral
1249067749780983810,Good question👇,aegeanphoenix17,Sat Apr 11 20:12:12 +0000 2020,en,None,neutral
1249067750837956608,"@realDonaldTrump You forgot the link. Here I'll help 
https://t.co/iqO00l4NgP",StopThisChaos,Sat Apr 11 20:12:13 +0000 2020,en,None,neutral
1249067755447386113,OMG - HELL JUST FROZE OVER!,DiogenesMan,Sat Apr 11 20:12:14 +0000 2020,en,None,neutral
1249067759033634821,if you like your coronavirus you can keep it,shrimpbinch,Sat Apr 11 20:12:14 +0000 2020,en,None,neutral
1249067759398502402,@ChrisBEsq @realDonaldTrump @nytimes @washingtonpost Who have you visited with coronavirus?,jawlhans1,Sat Apr 11 20:12:15 +0000 2020,en,None,neutral
1249067762863026176,@thegame The game Aye down inside Coronavirus,OshoJnr,Sat Apr 11 20:12:15 +0000 2020,en,None,neutral
1249067762871386112,I’m agreeing with Piers Morgan more than I’m used to but this question should be seared on the consciousness of the… https://t.co/WVTzMkUvsG,HistoryKss,Sat Apr 11 20:12:15 +0000 2020,en,None,neutral
1249067767850045442,"""We're afraid of the virus but we can't do anything""
#COVID19 deepens the crisis for displaced people in northern F… https://t.co/bjPswRBfSY",Refugee_RE,Sat Apr 11 20:12:17 +0000 2020,en,None,neutral
1249067767669678080,"Of course not, tRump wants to keep those numbers down😡
Thousands have died in nursing homes around the U.S. But the… https://t.co/NxQIUoKxbq",ImNatZS,Sat Apr 11 20:12:17 +0000 2020,en,None,neutral
1249067771498881024,@wattky71 @debScot08250170 @jimmmycrow @tonyposnanski @JoeySalads @realDonaldTrump He literally said what he said s… https://t.co/12twf9sD6O,tommyb562,Sat Apr 11 20:12:17 +0000 2020,en,None,neutral
1249067772715266049,"See, I already said it before this. https://t.co/vjrNbmm7DP",kudorism,Sat Apr 11 20:12:18 +0000 2020,en,None,neutral
1249067774522998784,"@realDonaldTrump @nytimes @washingtonpost When a failing president says many, many people are saying just know that… https://t.co/lsuFr8SmCU",kukuland4,Sat Apr 11 20:12:18 +0000 2020,en,None,neutral
1249067774657409024,@cascamike You want to see Cuomo acting insane on March 19th? https://t.co/cyV9FPr5I3,5secondsmedia_,Sat Apr 11 20:12:18 +0000 2020,en,None,neutral
1249067774791618560,@HelluvaFrames Are they trying to protect Hell from the only coronavirus case there ?,WAfton131,Sat Apr 11 20:12:18 +0000 2020,en,None,neutral
1249067775160659968,@Margare25683010 @stephen03947811 @Lhiggo9105 @Wil7713 @ahclarice @zoothorn69 @DavidHa77647773 @ItoniLl @texasrecks… https://t.co/dHjfhV60Ng,SmartUSAPat1,Sat Apr 11 20:12:18 +0000 2020,en,None,neutral
1249067776402165761,"coronavirus who ?? @ Winfield, West Virginia https://t.co/Ob4WGInmQE",alllll_cattttt,Sat Apr 11 20:12:19 +0000 2020,en,United States,neutral
1249067779162017796,"Thanks @realDonaldTrump So much winning

#RememberInNovember and vote this dangerous lunatic out",DairyFreeGina,Sat Apr 11 20:12:19 +0000 2020,en,None,neutral
1.24907E+18,.@PrashantKishor told @thewire_in that the central govt was slow to react to the #Coronavirus crisis and was “still… https://t.co/SIPt5Vjk4H,ChowkidarReshma,Sat Apr 11 20:12:19 +0000 2020,en,None,neutral
1249067779795361793,"@pvtjokerus “Hydroxychloroquine has showed promise in a lab setting against SARS-CoV-2, the virus that causes COVID… https://t.co/Z9XqmvAVJG",IrvingFisher16,Sat Apr 11 20:12:19 +0000 2020,en,None,neutral
1249067780521046021,"Especially because of this

https://t.co/PBPQT5I1kb",polifoniaurbana,Sat Apr 11 20:12:20 +0000 2020,en,None,neutral
1249067781196316675,"Ross Kemp sparks fury by visiting hospital ICU to film coronavirus documentary

https://t.co/9HjTESe6tw",The_UK_NeedsYou,Sat Apr 11 20:12:20 +0000 2020,en,None,neutral
1249067784056774670,Prof. Harvey talks about the areas of economic and daily life affected and disrupted by the coronavirus and what th… https://t.co/Hm8wuBj538,storicopolitico,Sat Apr 11 20:12:20 +0000 2020,en,None,neutral
1249075433649442816,The Top 10 Lies About President Trump's Response to the Coronavirus https://t.co/0JF6JxXMjC #NewsandPolitics via @pjmedia_com,CatholicClinger,Sat Apr 11 20:42:44 +0000 2020,en,None,neutral
1249075433745739776,In COVID-19 era: end times for the oil sector? https://t.co/WBBKU1Hj8B,CDNlotus,Sat Apr 11 20:42:44 +0000 2020,en,None,neutral
1249075432181379073,@realDonaldTrump Ive been feeling very fatigued and hot for a month I thought I was fighting coronavirus then I rea… https://t.co/Tp0s5lYVrp,olivia_camron,Sat Apr 11 20:42:44 +0000 2020,en,None,neutral
1249075433976430593,I read this when it was assigned to my daughter in college and now re-reading. It is so eerie due to Covid-19 but a… https://t.co/QrAZ3s0kwJ,mamap71971850,Sat Apr 11 20:42:44 +0000 2020,en,None,neutral
1249075434337243143,The president's Covid-19 task force uses a model prepared by The Institute for Health Metrics and Evaluation (IHME)… https://t.co/jjLYHMZfet,EstevaoDanielBR,Sat Apr 11 20:42:44 +0000 2020,en,None,neutral
1249075437923454976,The only bit of luck I got out of coronavirus is not booking a holiday and not paying for a semester worth of parking in college,AshleighKeenan,Sat Apr 11 20:42:45 +0000 2020,en,None,neutral
1249075438586077184,Watch: Robert Englund Tells Us To Wear Our Glove In Coronavirus PSA https://t.co/skOygb8mbt,ISIS_Slay3r,Sat Apr 11 20:42:45 +0000 2020,en,None,neutral
1249075438955180038,Boris🤦🏿‍♂️ really,DaronOsbourne,Sat Apr 11 20:42:46 +0000 2020,en,None,neutral
1249075438879682560,"Boris Johnson: I owe doctors and nurses my life after coronavirus treatment
https://t.co/4CcLyYkx1D #BorisJohnson https://t.co/q2sIqvoXlQ",PurpleKing1980,Sat Apr 11 20:42:45 +0000 2020,en,None,neutral
1249075442142887937,"At a complete loss as to why @MSNBC is echoing President Trump's agenda for 'reopening the country?

Ending social… https://t.co/UQVLPD1tVc",BlogChurchWork,Sat Apr 11 20:42:46 +0000 2020,en,None,neutral
1249075443115925510,"A special enrollment period opened because of the coronavirus will now extend until May 15, the city announced this… https://t.co/Awlwfoop0K",ChelseaNYCPatch,Sat Apr 11 20:42:46 +0000 2020,en,None,neutral
1249075443216547841,"A special enrollment period opened because of the coronavirus will now extend until May 15, the city announced this… https://t.co/mH2u5RuwtQ",FortGreenePatch,Sat Apr 11 20:42:47 +0000 2020,en,None,neutral
1249075443363459072,"Trump’s Labor Secretary Scalia condemned for ‘despicable’ efforts to roll back unemployment benefits, paid leave in… https://t.co/4mn0KEDQvy",xscoutie,Sat Apr 11 20:42:47 +0000 2020,en,None,neutral
1249075444034539523,#BillDeBlasio #Nyc handed #DonaldTrump the #presidency treating us like 2nd #ClassCitizens #WeMatter we deserve bet… https://t.co/Op4qjkcNQL,mooresarahsweet,Sat Apr 11 20:42:47 +0000 2020,en,None,neutral
1249075445959667714,Do COVID-19 Vent Protocols Need a Second Look? https://t.co/RHeKALYJnl via @medscape,vukmilosevic,Sat Apr 11 20:42:47 +0000 2020,en,None,neutral
1249075446257516553,Looks like heaven n hell won’t have any vacancy’s this year,wutangmexican11,Sat Apr 11 20:42:47 +0000 2020,en,None,neutral
1249075446152663042,"Boris Johnson: I owe doctors and nurses my life after coronavirus treatment
https://t.co/fYxhFwbhFc https://t.co/qbbI1tCQt0",jomarkr,Sat Apr 11 20:42:47 +0000 2020,en,None,neutral
1249075447096389633,WHO Investigating Reports of Coronavirus Patients Testing Positive Again After Recovery https://t.co/RRgMGVQwtR,mckeonmk,Sat Apr 11 20:42:47 +0000 2020,en,None,neutral
1249075450271256576,"Dear Bill, CCP even get offended by it's own anthem. My social account got permanently blocked just because i menti… https://t.co/kWVLRm8yOV",Qidong_Yeren,Sat Apr 11 20:42:48 +0000 2020,en,None,neutral
1249075451630202880,Brilliance. Easy to remember step 1... 🧠💚🇦🇷 Deepak Chopra on managing stress during the coronavirus pandemic https://t.co/XJPwx5wnQ6,SamiSallo,Sat Apr 11 20:42:49 +0000 2020,en,None,neutral
1249075454298001408,5 lessons from World War II for the coronavirus response https://t.co/xKVQSyZgyP di @voxdotcom,tax_tweet,Sat Apr 11 20:42:49 +0000 2020,en,None,neutral
1249075454436409348,@ABC Western medicine have no cures for chronic diseases. That's why their latest breakthrough medical tech for cov… https://t.co/Qn3CNXYaWQ,Team1David,Sat Apr 11 20:42:49 +0000 2020,en,None,neutral
1249075455677870082,"As of Saturday afternoon, there are no new, known cases of the coronavirus in Madison County and the total count re… https://t.co/vIujItxFbG",TaylorSixRR,Sat Apr 11 20:42:49 +0000 2020,en,None,neutral
1249075456026071041,"Soooo @HuffPost reports this nugget from Trump's @OSHA_DOL: ""Employers outside of the health care industry generall… https://t.co/C1fQ29eRZZ",eminencefont,Sat Apr 11 20:42:50 +0000 2020,en,None,neutral
1249075458114752514,"""Coronavirus Tweets from UK authorities"" #COVID19 https://t.co/oP6I3iq6VE",EricdeMarylebon,Sat Apr 11 20:42:50 +0000 2020,en,United Kingdom,neutral
1249075458022551553,Coronavirus Spreads To Kano As Nigeria Reports 13 New Cases https://t.co/4HI4ytH5s4 https://t.co/hKkEztLzYV,ThisIsMyCraft,Sat Apr 11 20:42:50 +0000 2020,en,None,neutral
1249075458370605058,"USA is #1 again! We can’t lose anything. (Except the most citizens, apparently)",MobTownBrandon,Sat Apr 11 20:42:50 +0000 2020,en,United States,neutral
1249075460174053376,@realDonaldTrump More deaths from COVID-19 than any other country in the world. https://t.co/LyefratnrS,MichaelATorrez3,Sat Apr 11 20:42:51 +0000 2020,en,None,neutral
1249075460685721600,My blog post on how to “keep house” as a travel writer during COVID-19 is now live. Please share and let me know wh… https://t.co/OkCU88MVFG,LizOrient,Sat Apr 11 20:42:51 +0000 2020,en,United States,neutral
1249075464439656453,Starry Plough Pub in danger of closing amid coronavirus pandemic https://t.co/vLOpWtgCvy,ced1,Sat Apr 11 20:42:52 +0000 2020,en,None,neutral
1249075464531894272,"Shameless @indiatvnews 

#ThooRahulKanwalThoo",FaizanAdze,Sat Apr 11 20:42:52 +0000 2020,en,None,neutral
1249075464838221824,Trump2020 so many hater trolls,Goldilocks61,Sat Apr 11 20:42:52 +0000 2020,en,None,neutral
1249075469078499328,"Well of course.

When you mark all deaths as coronavirus then you start to tell people they have it just for showin… https://t.co/g98JyzV79D",realjuliasong,Sat Apr 11 20:42:53 +0000 2020,en,None,neutral
1249075469275758593,Just pay them a decent salary,birdonthewing,Sat Apr 11 20:42:53 +0000 2020,en,None,neutral
1249085436514856960,if you've been following this story: it's come to my attention that @sfgate has since deleted the piece they syndic… https://t.co/ItuZ17v2ug,jane_c_hu,Sat Apr 11 21:22:29 +0000 2020,en,None,neutral
1249085437542449153,"The US needs masks to fight coronavirus, but supplies from China fell as demand rose https://t.co/3ZpVy3HVjJ via @usatoday",VIKBataille,Sat Apr 11 21:22:29 +0000 2020,en,None,neutral
1249085437727199237,"Don&amp;#39;t Let COVID-19 Scare You Into Trusting Phony Deepak Chopra, Crypto Coins News
https://t.co/O6Ul2PSqHf... https://t.co/yEMWQt97pU",DigitaliveWorld,Sat Apr 11 21:22:29 +0000 2020,en,None,neutral
1249085442227658752,"I know 3G which is Garri, Ground nut and Guli Guli. Havent heard of 5G yet.",MisJimber,Sat Apr 11 21:22:30 +0000 2020,en,None,neutral
1249085442835787778,New post (Oklahoma State's Mike Gundy apologizes for comments on coronavirus response) has been published on News B… https://t.co/EB9N6aTQ6U,newsbits173,Sat Apr 11 21:22:31 +0000 2020,en,None,neutral
1249085446539411457,"Cory Booker Attempts to Suspend Immigration Enforcement, Empty Detention Centers Due to Coronavirus Pandemic… https://t.co/8Xs2ibd5AX",mrbier1,Sat Apr 11 21:22:31 +0000 2020,en,None,neutral
1249085445826281472,COVID-19 Remote Consultations. BMJ 2020; 368. https://t.co/Dlg7wG44vH https://t.co/dl3sbKYHxy,Chowdhury20H,Sat Apr 11 21:22:31 +0000 2020,en,None,neutral
1249085460175106050,Decoding Bhilwara’s model of success against Covid-19 https://t.co/BCPz6H59hr,Finalpoint4,Sat Apr 11 21:22:35 +0000 2020,en,None,neutral
1249085460443533312,"@SecNorman A question about how serological tests.
My IgG and IgM have both tested posted for 8 years after acute i… https://t.co/yXKKObSSfM",StanTrial,Sat Apr 11 21:22:35 +0000 2020,en,None,neutral
1249085462972715009,@mitrakalita Enjoyed your Covid-19 expose. The only thing missing were photos of the house. I guess the picture you… https://t.co/xj8NJl4akr,TheSkinsFactory,Sat Apr 11 21:22:35 +0000 2020,en,None,neutral
1249085464251940871,"Pakistan to receive more medical supplies from China as coronavirus cases near 5,000- The New Indian Express https://t.co/MFwC2Y8vVG",allaboutbelagav,Sat Apr 11 21:22:36 +0000 2020,en,None,neutral
1249085466420355072,#Iran— @SenFeinstein urged Trump to reverse a reported plan to block an Iranian request to #IMF for $5B in aid to f… https://t.co/dE4Utv5QOH,HezbollahWatch,Sat Apr 11 21:22:36 +0000 2020,en,None,neutral
1249085467854811137,You tell them Bill!!!,SchottSports,Sat Apr 11 21:22:37 +0000 2020,en,None,neutral
1249085471780532224,Translation: Be very afraid. Do what your overlords say.,GoodOldBae,Sat Apr 11 21:22:38 +0000 2020,en,None,neutral
1249085471046672384,@club_ed8 @realMortyC137 @lissasno1fan @KennRWeeks @RockwaterReport @cspanMcArdle @cspanwj @realDonaldTrump @VP… https://t.co/uCCwZdvlDt,10903,Sat Apr 11 21:22:37 +0000 2020,en,None,neutral
