tweet_id,user,text,created at,location,sentiment
1247616240585236481,OpusOfHussain,"Ireland's Prime Minister

""I am a doctor, i will offer my services once a Week to Medical facilities to fight Corona""

India's Prime Minister

"" I am a Chaiwala, my core-competency is making tea. I will put up a Chai stall outside Hospital once a week""
#COVID19 #coronavirus",2020-04-07 20:04:26,,neutral
1247616243605082113,BoingBoing,Wyoming the last U.S. state with no Covid-19 deaths yet reported https://t.co/w1Kbm9mwvU,2020-04-07 20:04:26,,positive
1247616243630321666,Charlie55498611,"Key Trump coronavirus task force must work remotely after positive COVID-19 test
 https://t.co/Jdz6bBHzCj",2020-04-07 20:04:26,,neutral
1247616244003594241,pash22,The horror of #coronavirus is all too real: Don't turn it into an imaginary war via @MarinaHyde https://t.co/PdNvnKSyfc,2020-04-07 20:04:26,,negative
1247616244276023297,TVPartyPlanner,Have discovered I'm in quarantine with a mosquito family.,2020-04-07 20:04:26,,neutral
1247616243584004097,hakimi_jabar,WHY MUST COVID-19 PUT BORIS JOHNSON IN ICU?  WHY NOT TAKE MALAYSIAN POLITICIANS &amp; THEIR KIND? https://t.co/EzqfNf5bhn,2020-04-07 20:04:26,,neutral
1247616244569817089,IsntThatBAWSE,Day 69919181610 of quarantine : Whew I’ve had a long morning of tweeting. Time for a nap. Lmao,2020-04-07 20:04:26,,neutral
1247616244695494657,margauxmonet,7 Productive Ways to Spend All the Downtime You May Have Right Now https://t.co/QGpJxPzBeQ #MARGAUXMONET,2020-04-07 20:04:26,,positive
1247616244796227587,Wellcome_Home,(Trump removes inspector general poised to oversee coronavirus stimulus funds) has been published on Good News - https://t.co/RKynubL57c,2020-04-07 20:04:27,,negative
1247616245211463681,FearNoArt,"What does fascism look like?

@realDonaldTrump removed inspector general set to probe corruption and provide oversight of the government’s response to the economic downturn caused by coronavirus pandemic, the last sign of his disdain for any oversight of his administration",2020-04-07 20:04:27,United States,negative
1247616245504962560,echarisscott,"Is anyone else super annoyed with how much media is fixating on ""why Bernie should drop out"" and ""this is Bernie's last chance""? He literally isn't taking donations for himself anymore, and he's directing all of his attention towards covid-19 relief.",2020-04-07 20:04:27,,neutral
1247616247778467841,ptaoliving,Why is quarantine radio so early today?,2020-04-07 20:04:27,,neutral
1247616248499838978,Vahal,"Survival of the fittest???
Coronavirus: The European countries beginning to lift lockdown measures https://t.co/rSDeOYi0BQ",2020-04-07 20:04:27,,neutral
1247616248701243394,sarahhdayy,should i cut my hair during quarantine,2020-04-07 20:04:27,United States,neutral
1247616248667570176,MarkSKrikorian,"Undocumented workers among those hit first — and worst — by the coronavirus shutdown https://t.co/J5xvJ0A07Q World to End; Women, Minorities Hardest Hit.",2020-04-07 20:04:27,,negative
1247616248764080130,doyinrose_,Quarantine radio is now my motive for this evening,2020-04-07 20:04:27,,positive
1247616248617340929,HabitekUK,"Top story: Coronavirus updates: UK PM Johnson being treated by 'finest doctors' - BBC News https://t.co/t4gUBLn4RH, see more https://t.co/xPZyGeBiDw",2020-04-07 20:04:27,,neutral
1247616247233155073,alittletravel_,"When I was recovering with coronavirus/COVID-19 I ate sopa de ajo, a garlic soup dish from northwest Spain, nearly every day Here is how to make it in your home. https://t.co/CgnFhi0g11 #healthandwellness https://t.co/qjktFLRPk9",2020-04-07 20:04:27,,neutral
1247616249137434625,MethanolBastard,"Fucking hell the narrator of the Coronavirus public info films and adverts is annoying. Perhaps using someone with a more interesting voice might engage people a little more? Is Brian Blessed free?

#COVID19 #coronavirusuk",2020-04-07 20:04:28,,neutral
1247616249351344135,IKEMERCY8,😂😂😂 this Quarantine  made me realise how much I love Tory Lanez,2020-04-07 20:04:28,,neutral
1247616249342889984,modrnhealthcr,#LIVE: #Northwell Health shares support #video for #healthcare workers | #Beaumont Health implements process to disinfect used #N95 masks  and other #updates on #COVID19. #coronavirus https://t.co/fZKWuGVJPj,2020-04-07 20:04:28,,positive
1247616251846852609,LighthouseForum,"Alberta Has 98 New COVID-19 Cases, Bringing Total To 1,348 - The Lighthouse Christian Forum https://t.co/mQkqTPKscr",2020-04-07 20:04:28,,negative
1247616252320911360,cass__maria,quarantine has me bored so i’m going to try to get famous people i like to follow me Day 17 @rexorangecounty @KingPrincess69 @Harry_Styles @Zendaya @waterskigrl @clairo,2020-04-07 20:04:28,,neutral
1247616252274774017,AnthonyEhrhardt,"Top story: U.S. reports 1,200 coronavirus deaths in one day as China lifts lockdown https://t.co/9ZRgwx9Q8P, see more https://t.co/quwIduLVcM",2020-04-07 20:04:28,,negative
1247616252404731907,Armanskii,"Dear quarantine diary,                           It’s day 93 of lockdown and people are having philosophical debates on what the meaning behind drakes toosie slide dance really means. I’m sadly intrigued.",2020-04-07 20:04:28,,neutral
1247616252794806272,Jagsfan1876otig,"Israel health minister, who claims coronavirus is ‘divine punishment’ for homosexuality, tests positive for COVID-19 
Health minister tests positive for Covid-19 after ignoring own lockdown rules https://t.co/vfzR6TjOrK",2020-04-07 20:04:28,,neutral
1247616253709213697,LeftyNorman,Mortgage lenders are tightening standards as coronavirus crisis worsens https://t.co/cfVw0b3cOD,2020-04-07 20:04:29,,neutral
1247616253709221895,GrowtrustPartn1,"As we wait for new COVID-19 cases to peak in the United States, we look at recent bear market bounces and high unemployment claims. But there is some good news. Find out more in this week's episode of LPL Market Signals. https://t.co/rsWfNoZ5cJ",2020-04-07 20:04:29,,neutral
1247616256066322434,EarlVaughanJr,Acting Navy boss submits resignation amid coronavirus uproar (from @AP) https://t.co/l1Wr5ZDGFt,2020-04-07 20:04:29,,neutral
1247616255948922882,wvjoe911,How the Coronavirus Bailout Repeats 2008’s Mistakes: Huge Corporate Payoffs With Little Accountability https://t.co/Nd9u0rFdHk,2020-04-07 20:04:29,,neutral
1247616256217419781,dietvanillacola,everyone here saying they want to surprise friends by being skinny after quarantine hun who said we’re even leaving this year,2020-04-07 20:04:29,,neutral
1247616256045248512,EditedbyJamie,"https://t.co/Nuw3BEJxpg
The CDC has asked Americans to make cloth face coverings in an effort to keep masks available for health care workers.",2020-04-07 20:04:29,,neutral
1247616256372551680,darthguccci,my crush put Justin Bieber on his quarantine playlist he really is a king,2020-04-07 20:04:29,United States,neutral
1247616256645177344,6xkaos,"And that’s why their ratings SUCK!!

American Media Still Using China's Bogus Numbers on New Wuhan Coronavirus Cases https://t.co/gXWX3JeqFQ",2020-04-07 20:04:29,,negative
1247616256573833219,infiniteaparty,"“Trump’s bump was one of the smallest — and is already starting to fade.”

Are they talking about your tiny mushroom bump, @realDonaldTrump?

“The smallest”

Ha ha ha ha ha ha ha ha ha. 

https://t.co/bEPDK6z9BJ",2020-04-07 20:04:29,,neutral
1247616256963784704,colaMYsoda,"quarantine is that season, where mfers will miss you for no reason. (citygirls voice)",2020-04-07 20:04:29,,neutral
1247616257156886528,Livid2point0,"Coronavirus: NHS staff with Covid-19 given wrong test results
https://t.co/wa7cy1gW9t",2020-04-07 20:04:29,,negative
1247616257245024258,AnwarKh22621067,"Be Careful in your daily life routine..
Coronavirus is a serious issue https://t.co/AySgrjVIRx",2020-04-07 20:04:29,,neutral
1247616257744134145,lovelin_paul,Taking care of your precious pearls during Covid-19 Quarantine https://t.co/ApNQSBigtz via @lovelin_paul,2020-04-07 20:04:30,,positive
1247616260189241344,mmolaro,Shout out to @SMCHealth for updating their data reporting for covid-19 to be a @MSPowerBI embedded report. Very nice (https://t.co/iIqmUfvUgh) #powerbi,2020-04-07 20:04:30,,positive
1247616260327833603,CassieMaie,"Spoke to my cousin earlier who bakes cakes for a living. Despite no eggs, &amp; flour being in shops, she’s STILL receiving orders for CAKES!? 

So people plan to eat themselves into oblivion in this quarantine then?🤷🏽‍♀️🤣",2020-04-07 20:04:30,,neutral
1247616261216927744,barbaraemiller,Key Trump task force must work remotely after positive COVID-19 test https://t.co/Ab1ZYK92ro via @nbcnews,2020-04-07 20:04:30,,neutral
1247616261657448453,Cernovich,Biggest shift post coronavirus will be __________,2020-04-07 20:04:31,,neutral
1247616261674217472,CrossonKadie,The only good thing about this quarantine is not having to wear makeup 🙌🏻,2020-04-07 20:04:31,,positive
1247616261795786752,tehya_j,Quarantine getting 2016ish https://t.co/knPCMsWUW9,2020-04-07 20:04:31,United States,neutral
1247616264501108738,NorthCounty_LRS,"F.A.Q. on #Coronavirus Relief for #SmallBusinesses, #Freelancers and More https://t.co/KqttAvRrzL",2020-04-07 20:04:31,,neutral
1247616264815738881,AlvanJenkins,LMAOOOO Tory Lanez brought girls and bottles of alcohol to his place on Quarantine Radio 🤣🤣🤣🤣🤣🤣🤣,2020-04-07 20:04:31,,neutral
1247616265096695815,LinwoodRon,All y’all people coming up with these weird ass coronavirus theories weird,2020-04-07 20:04:31,,negative
1247616265251966977,mslibrty,Some Coronavirus Patients Show Signs of Brain Ailments https://t.co/MLdhvk9R0C,2020-04-07 20:04:31,,negative
1247616265914630144,ovoairam,Tory is livest nigga on the internet right now lmfaooo this man brought a bottle girl for quarantine radio,2020-04-07 20:04:32,,neutral
1247616265491005440,Jodafunk_SA,Quarantine got a nigga light skinned https://t.co/yoV8pl6kbS,2020-04-07 20:04:31,,neutral
1247616266690367488,cyberdean07,"Unbeknownst to many, San Roque is the patron saint and protector against pandemic 

https://t.co/uelRJFx5v3 via @rapplerdotcom",2020-04-07 20:04:32,,neutral
1247616268573839366,badgalTI__,Tory Lanez brought out bottle girls at his Quarantine Club 🤣,2020-04-07 20:04:32,,neutral
1247616268712079360,valentin0rie2,"Via @euronews: Live: France’s COVID-19 death toll rises by more than 1,400 and passes 10,000 mark
https://t.co/SzBvEO0141",2020-04-07 20:04:32,,negative
1247616268884049920,SandyBeachesAkl,Coronavirus: Marist cluster members initally refused tests https://t.co/o0zfbpqy3R,2020-04-07 20:04:32,,negative
1247616269089509376,lmaogizzelle,This quarantine is dookie water.,2020-04-07 20:04:32,,neutral
1247616269010026496,ActionRspca,Warning: extremely distressing content. #Animals caged &amp; abandoned https://t.co/UPS34wVM52 #coronavirus #TuesdayThoughts,2020-04-07 20:04:32,,negative
1247616269454434305,idontfuckloserz,all i have to be proud of during this quarantine is these victory royale streaks im gettin,2020-04-07 20:04:32,,positive
1247616269257289728,DeidreEversull,"https://t.co/q2UX0xAzo3: Trump’s coronavirus failure came from overconfidence. Kushner’s and Navarro’s, too..
https://t.co/tRGzYJF0RF

via @GoogleNews",2020-04-07 20:04:32,,negative
1247616269471244288,Britthawks,Ripped out my fake eyelashes since my salon is closed and I can’t get them done. This quarantine is not treating me great and now I look ugly,2020-04-07 20:04:32,,negative
1247616269722873856,ChristerEricson,"If only it would infect utter dumbasses only.
https://t.co/PqHFioxg0m",2020-04-07 20:04:32,,neutral
1247616269932691456,CRSOKtulsa,Oklahoma's mental health commissioner shares some specific ways we can help alleviate our stress and our children's anxiety amid the coronavirus (COVID-19) pandemic. https://t.co/qdhtpkBWTk https://t.co/AJcdscjC6v,2020-04-07 20:04:32,,positive
1247616272595972097,snapdocs,"Greg Russell, Our Head of Talent and People, talked with @BuiltInColorado about what leadership looks like in times of uncertainty.  

https://t.co/88IIERbQ8V

#culture #fintech #HIRINGNOW #digitalmortgage",2020-04-07 20:04:33,,neutral
1247616273296633861,AlistairHaimes,"For people trying to make sense of UK data, tracking covid-19 inpatients might be the best data we have.
https://t.co/kxAjJTRZmt",2020-04-07 20:04:33,,neutral
1247616274299072514,megdi_official,quarantine radio has bottlegirls hahahahaha,2020-04-07 20:04:34,,neutral
1247616276958248960,Beyondnae,This quarantine gotta end soon cause all y’all think y’all are designers,2020-04-07 20:04:34,,neutral
1247616276672864256,SpokenEmpire,Adapting Small Business to COVID-19 FourTen Creative Digital Marketing https://t.co/MOPTW5TDPM https://t.co/99b6PAV2Yj,2020-04-07 20:04:34,,positive
1247616276966629390,AhmadRahnamoon,@sciencecohen read your latest article on Covid-19 vaccine race. Enjoyed it alot. Very very broad and thoughtful.,2020-04-07 20:04:34,,positive
1247616276362604548,BHolmesDev,"My quarantine blog-a-thon is officially a *go* 🏃‍♂️
First post: how I made this cool image carousel with less than 30 lines of code using @sveltejs. It's beefy, but full of helpful GIFs and code sandboxes if you want to skim! #DEVcommunity https://t.co/mn16Gw69Rp https://t.co/gc7zp76Yji",2020-04-07 20:04:34,,neutral
1247616277532889088,Weaselu_,how are you spending your quarantine? I go back to work on Thursday and i am nooot looking forward to it https://t.co/IBQD1ejomv,2020-04-07 20:04:34,,neutral
1247616278057156608,MaryAnnGraboyes,Rent growth slows amid coronavirus pandemic https://t.co/N8WWSrtMMU,2020-04-07 20:04:34,,positive
1247616278036168712,ginflower,U.S. doctor with 'flu' in Jan tests positive for COVID-19 antibody https://t.co/HO3TyoiEJm via @cgtnofficial,2020-04-07 20:04:34,,negative
1247616278380138501,MNSeninfo,"On a vote of 67-0, the Senate passes HF 4537 (Howe), providing a presumption for COVID-19 workers' compensation claims for certain employees. #mnleg",2020-04-07 20:04:35,,positive
1247616278619017217,Bjones1228,@realDonaldTrump @JoeBiden @jonkarl Covid-19 Testing Per Capita - 39 places ahead of the USA is Faro Island having tested 100.98  people per thousand (more than 17x the USA). USA has tested 5.78 people per thousand which ranks 40th among countries in per Capita Covid-19 testing.,2020-04-07 20:04:35,,neutral
1247616281458679812,bbttychmbrs1,"Trump’s promotion of unproven drugs is cause for alarm, but not because he’s making money off it https://t.co/585rDB7hnU via @voxdotcom",2020-04-07 20:04:35,,negative
1247616281702019072,anthonyjlang,Quarantine radio has a bottle girl lmao,2020-04-07 20:04:35,,neutral
1247616281878106112,Emerole_,quarantine radio is back,2020-04-07 20:04:35,,neutral
1247616281743953923,blow__lepara,"@MuzicBuzzOnline  In Studio ke pheta Mabaka 🔥🔥🇿🇦 Whoooo let's go online Quarantine family.  Ke Blow Lepara Whoooo! SEE FULL VIDEO ""Daimandes"" 🙏🇿🇦📽️ https://t.co/U4sifIVvS6 https://t.co/41vOwwTIGz
#SingleLadiesChallenge",2020-04-07 20:04:35,,neutral
1247616282259832833,matchcentreng,"Coronavirus: FA boss Clarke makes 'save our game' plea as English football faces deepest crisis 

@matchcentreng https://t.co/8fg7qFEcJJ",2020-04-07 20:04:35,,negative
1247616282360524801,errandmanagers,"Top story: Trump removes independent watchdog tasked with overseeing coronavirus emergency funds  - CNNPolitics https://t.co/eFCa7nN0lb, see more https://t.co/rraxryjZYO",2020-04-07 20:04:35,,negative
1247616282423222272,aqibbhatti2412,The UK has experienced its highest daily number of recorded coronavirus deaths – 854 – a figure beginning to approach the toll on the deadliest days so far in Italy and Spain. https://t.co/CGOHypol8Y,2020-04-07 20:04:35,,negative
1247616280934350849,darksideofboth,"Quarantine day who-the-fuck-knows.

My hair never been better.

Sleep tight, y'all! https://t.co/5RfM2wR4Qo",2020-04-07 20:04:35,,neutral
1247616282935132160,JohnMonaghan17,Turns out Borris doesn’t have coronavirus! He’s being treated for a massive guilty trip!!,2020-04-07 20:04:36,,neutral
1247616282704445446,IAM__Network,"All the President’s Lies About the Coronavirus 

READ MORE: https://t.co/rpZJJg4lVg

#cdc #coronavirus #covid19 #mers #outbreak #pandemic #sars #ViralOutbreak #virus #who~ https://t.co/zNtxVZcOQK",2020-04-07 20:04:36,,negative
1247616285229363202,TerryB28937065,The shocking story ‘lost’ in the coronavirus crisis that MI5 and MI6 would prefer you didn’t see https://t.co/PXx1gDxPxM,2020-04-07 20:04:36,,neutral
1247616285434761217,____ankit____7,@reliancejio fix this unstability.or else fuck off. So irritating network... Hm log se Paise loot te h..... Or covid-19 jaise situation me wahi paisa donate kr k mahan ban jate h..... Waah... Ambani bhi mallya se km nhi h,2020-04-07 20:04:36,,negative
1247616285690789889,Alex78748715,When your in quarantine and you watched every thing on neflix and you have to watch it all over again https://t.co/DtxQCsdxCL,2020-04-07 20:04:36,,neutral
1247616285711699969,tanyadua,"Luggage startup @away is the latest DTC startup furloughing and laying off employees amid the coronavirus pandemic, a company spokesman confirmed to @businessinsider  https://t.co/c2biMyuTWh",2020-04-07 20:04:36,,negative
1247616286131183617,jford1424,I stg bitches be brave in quarantine. Saying whatever they want and thinking i aint gonna bounce back,2020-04-07 20:04:36,,negative
1247616286085074946,Lawlor224,Comic Kevin Hart Partners Beyond Meat To Feed Frontline Medics Amid Coronavirus https://t.co/GLupmet708,2020-04-07 20:04:36,,positive
1247616286072373249,FrontYardFYF,The first episode of the Front Yard Fantasy Podcast is out! This week we're giving you our Quarantine Trading Tips to help you make the most of this time stuck at home. https://t.co/XafPFBasKs,2020-04-07 20:04:36,,positive
1247616286491885572,katuoschy,Five quarantine radios in and I think I am starting to catch feelings for Tory Lanez. Jesus make this stop,2020-04-07 20:04:36,,neutral
