word,probSpam,probHam
amp,0.0,0.014941892639734366
car,0.0,0.008854454897620365
know,0.033628318584070796,0.048422800221361376
let,0.007079646017699115,0.01549529607083564
ll,0.005309734513274336,0.05561704482567792
packing,0.0,0.0002767017155506364
room,0.0,0.007194244604316547
ahhh,0.0,0.0002767017155506364
does,0.005309734513274336,0.00691754288876591
vaguely,0.0,0.0002767017155506364
work,0.005309734513274336,0.019092418372993913
clear,0.0,0.0008301051466519093
doesn,0.0,0.005257332595462092
live,0.03716814159292035,0.004150525733259546
sarcastic,0.0,0.0002767017155506364
sure,0.0,0.014941892639734366
wait,0.0035398230088495575,0.01383508577753182
actin,0.0,0.0002767017155506364
apologetic,0.0,0.0002767017155506364
badly,0.0,0.0002767017155506364
caught,0.0,0.0008301051466519093
cheers,0.0,0.0011068068622025456
child,0.0017699115044247787,0.0005534034311012728
doing,0.0,0.01715550636413946
fallen,0.0,0.0002767017155506364
spoilt,0.0,0.0002767017155506364
till,0.005309734513274336,0.004427227448810182
yeah,0.0017699115044247787,0.01770890979524073
tell,0.019469026548672566,0.02213613724405091
cuppa,0.0,0.0002767017155506364
fainting,0.0,0.0002767017155506364
fear,0.0,0.0008301051466519093
housework,0.0,0.0002767017155506364
quick,0.0,0.001383508577753182
charged,0.01592920353982301,0.0
confirm,0.0017699115044247787,0.002213613724405091
month,0.012389380530973451,0.005534034311012728
replying,0.007079646017699115,0.0005534034311012728
ringtone,0.04247787610619469,0.0
subscription,0.0035398230088495575,0.0
thanks,0.023008849557522124,0.01162147205312673
uk,0.09380530973451327,0.0
2nd,0.024778761061946902,0.002213613724405091
8am,0.0,0.0005534034311012728
learn,0.0017699115044247787,0.0011068068622025456
lesson,0.0,0.003320420586607637
look,0.0035398230088495575,0.005810736026563365
msg,0.07964601769911504,0.011344770337576093
timings,0.0,0.0002767017155506364
xuhui,0.0,0.0005534034311012728
yup,0.0,0.008024349750968456
oops,0.0,0.0016602102933038186
roommate,0.0,0.0011068068622025456
letter,0.0,0.0008301051466519093
decide,0.0,0.002213613724405091
decided,0.0,0.002767017155506364
hello,0.007079646017699115,0.008854454897620365
invite,0.0,0.0008301051466519093
saturday,0.007079646017699115,0.001936912008854455
texting,0.0,0.0011068068622025456
tomo,0.0,0.004703929164360819
trying,0.021238938053097345,0.004980630879911455
abiola,0.0,0.0030437188710570003
ahead,0.0,0.001936912008854455
pls,0.012389380530973451,0.020199225235196457
wanted,0.0017699115044247787,0.005810736026563365
watts,0.0,0.0002767017155506364
weekend,0.007079646017699115,0.005257332595462092
arabian,0.0,0.0002767017155506364
crave,0.0,0.002213613724405091
forget,0.0035398230088495575,0.002767017155506364
mmmmmm,0.0,0.0005534034311012728
need,0.008849557522123894,0.03099059214167128
steed,0.0,0.0002767017155506364
sweet,0.0,0.007470946319867183
yummy,0.0,0.0005534034311012728
07732584351,0.0017699115044247787,0.0
08000930705,0.021238938053097345,0.0
burns,0.0017699115044247787,0.0
camcorder,0.019469026548672566,0.0
delivery,0.02654867256637168,0.0002767017155506364
nokia,0.06725663716814159,0.0002767017155506364
rodger,0.0017699115044247787,0.0
sms,0.04601769911504425,0.003320420586607637
tomorrow,0.01415929203539823,0.017432208079690092
tried,0.023008849557522124,0.0011068068622025456
seeing,0.0,0.0030437188710570003
endowed,0.0,0.0002767017155506364
gt,0.0,0.0509131156613171
hope,0.007079646017699115,0.021859435528500278
inches,0.0,0.0008301051466519093
lt,0.0,0.05118981737686774
man,0.0,0.00996126175982291
calls,0.02654867256637168,0.002213613724405091
messages,0.017699115044247787,0.0024903154399557276
missed,0.0017699115044247787,0.004150525733259546
didn,0.0,0.009131156613171001
hep,0.0,0.0002767017155506364
immunisation,0.0,0.0002767017155506364
nigeria,0.0,0.001383508577753182
fair,0.0,0.0005534034311012728
ask,0.0,0.015771997786386275
bit,0.0,0.008854454897620365
hopefully,0.0,0.0011068068622025456
maybe,0.0,0.0063641394576646375
tyler,0.0,0.0008301051466519093
hospital,0.0,0.0011068068622025456
hospitals,0.0,0.0005534034311012728
kept,0.005309734513274336,0.0008301051466519093
stubborn,0.0,0.0002767017155506364
sucker,0.0,0.0002767017155506364
suckers,0.0,0.0002767017155506364
telling,0.0,0.0030437188710570003
weak,0.0,0.0008301051466519093
class,0.0017699115044247787,0.00996126175982291
saw,0.0,0.004980630879911455
thinked,0.0,0.0002767017155506364
time,0.021238938053097345,0.03984504703929164
eighth,0.0,0.0002767017155506364
gets,0.0,0.002213613724405091
gram,0.0,0.0005534034311012728
half,0.017699115044247787,0.005534034311012728
runs,0.0,0.0008301051466519093
second,0.0,0.0035971223021582736
smarter,0.0,0.0002767017155506364
usually,0.0,0.0016602102933038186
crashing,0.0,0.0002767017155506364
fyi,0.0,0.0008301051466519093
morning,0.0,0.016878804648588822
place,0.008849557522123894,0.011898173768677366
ride,0.0,0.0008301051466519093
accomodations,0.0,0.0002767017155506364
best,0.010619469026548672,0.008024349750968456
cave,0.0,0.0002767017155506364
embarassed,0.0,0.0008301051466519093
embarassing,0.0,0.0002767017155506364
happy,0.0,0.019092418372993913
liked,0.0,0.001383508577753182
offered,0.0,0.0002767017155506364
realized,0.0,0.0005534034311012728
sorry,0.005309734513274336,0.03126729385722191
thought,0.0017699115044247787,0.008301051466519093
wow,0.0017699115044247787,0.0016602102933038186
ac,0.010619469026548672,0.0
correct,0.007079646017699115,0.0016602102933038186
detroit,0.0017699115044247787,0.0
devils,0.0017699115044247787,0.0
end,0.01592920353982301,0.006087437742114001
hockey,0.0017699115044247787,0.0002767017155506364
ice,0.0017699115044247787,0.001936912008854455
incorrect,0.0017699115044247787,0.0
jersey,0.0017699115044247787,0.0
new,0.09380530973451327,0.012728278915329275
play,0.021238938053097345,0.00387382401770891
red,0.005309734513274336,0.0011068068622025456
sptv,0.0017699115044247787,0.0
wings,0.0017699115044247787,0.0
mallika,0.0,0.0002767017155506364
sherawat,0.0,0.0002767017155506364
url,0.0,0.0008301051466519093
yesterday,0.0035398230088495575,0.004703929164360819
09061209465,0.005309734513274336,0.0
150pm,0.007079646017699115,0.0
5we,0.008849557522123894,0.0
bx420,0.007079646017699115,0.0
cinema,0.005309734513274336,0.0011068068622025456
congrats,0.012389380530973451,0.0016602102933038186
ip4,0.008849557522123894,0.0
matrix3,0.005309734513274336,0.0
pass,0.005309734513274336,0.001936912008854455
special,0.02831858407079646,0.006640841173215274
starwars3,0.005309734513274336,0.0
suprman,0.005309734513274336,0.0
year,0.010619469026548672,0.009684560044272275
later,0.0,0.024349750968456003
meeting,0.0,0.008024349750968456
reached,0.0,0.0016602102933038186
gauti,0.0,0.0002767017155506364
odi,0.0,0.0005534034311012728
sehwag,0.0,0.0002767017155506364
series,0.0,0.0011068068622025456
burger,0.0017699115044247787,0.0002767017155506364
killing,0.0,0.0005534034311012728
pain,0.0,0.006087437742114001
pick,0.0035398230088495575,0.01383508577753182
girls,0.0035398230088495575,0.002767017155506364
good,0.017699115044247787,0.04565578306585501
joke,0.0,0.0016602102933038186
seekers,0.0,0.0002767017155506364
situation,0.0,0.001936912008854455
checking,0.0,0.0016602102933038186
iq,0.0,0.0008301051466519093
come,0.0035398230088495575,0.0448256779192031
forever,0.0,0.0016602102933038186
roommates,0.0,0.0005534034311012728
took,0.0,0.004980630879911455
check,0.0035398230088495575,0.008301051466519093
cut,0.0,0.002213613724405091
double,0.01592920353982301,0.001383508577753182
dresser,0.0,0.0008301051466519093
hair,0.0,0.004150525733259546
nice,0.0,0.011898173768677366
said,0.0,0.018262313226342003
short,0.0,0.002213613724405091
wun,0.0,0.0016602102933038186
09066364589,0.0035398230088495575,0.0
1500,0.005309734513274336,0.0
advise,0.005309734513274336,0.0
awarded,0.049557522123893805,0.0
bonus,0.03185840707964602,0.0
following,0.005309734513274336,0.0002767017155506364
mob,0.033628318584070796,0.0
pleased,0.005309734513274336,0.0005534034311012728
recent,0.005309734513274336,0.0
review,0.007079646017699115,0.0002767017155506364
dedicate,0.0,0.0005534034311012728
dedicated,0.0,0.0005534034311012728
frnds,0.0,0.003320420586607637
rply,0.007079646017699115,0.0016602102933038186
song,0.0035398230088495575,0.0016602102933038186
valuable,0.0,0.0005534034311012728
10,0.03008849557522124,0.0030437188710570003
1000,0.05663716814159292,0.0
18,0.07079646017699115,0.0
3aj,0.0017699115044247787,0.0
aco,0.0017699115044247787,0.0
complimentary,0.01415929203539823,0.0
dis,0.0017699115044247787,0.004427227448810182
entry41,0.0017699115044247787,0.0
eurodisinc,0.0017699115044247787,0.0
ls1,0.0017699115044247787,0.0
morefrmmob,0.0017699115044247787,0.0
shracomorsglsuplt,0.0017699115044247787,0.0
trav,0.0017699115044247787,0.0
trip,0.005309734513274336,0.002213613724405091
barbie,0.0017699115044247787,0.0
comes,0.0035398230088495575,0.00387382401770891
divorce,0.0017699115044247787,0.0002767017155506364
hear,0.005309734513274336,0.005810736026563365
ken,0.0017699115044247787,0.0
plane,0.0,0.0008301051466519093
hee,0.0,0.0030437188710570003
lucky,0.007079646017699115,0.0024903154399557276
money,0.0035398230088495575,0.01162147205312673
save,0.0035398230088495575,0.0011068068622025456
wah,0.0,0.0011068068622025456
finished,0.0,0.004427227448810182
babe,0.007079646017699115,0.01466519092418373
hi,0.023008849557522124,0.021306032097399005
im,0.007079646017699115,0.013004980630879912
wanna,0.01415929203539823,0.006087437742114001
xx,0.007079646017699115,0.002767017155506364
performed,0.0,0.0002767017155506364
machan,0.0,0.0005534034311012728
waiting,0.021238938053097345,0.008024349750968456
cool,0.0017699115044247787,0.007194244604316547
dignity,0.0,0.0008301051466519093
gentleman,0.0,0.0008301051466519093
respect,0.0,0.0011068068622025456
thats,0.0,0.007470946319867183
pa,0.0,0.0063641394576646375
peoples,0.0,0.0002767017155506364
shy,0.0,0.0005534034311012728
operate,0.0,0.0002767017155506364
earn,0.0,0.0002767017155506364
job,0.0,0.00996126175982291
looking,0.012389380530973451,0.004703929164360819
ta,0.0017699115044247787,0.001383508577753182
ah,0.0,0.00774764803541782
stop,0.12920353982300886,0.007470946319867183
urgnt,0.0,0.0011068068622025456
jacket,0.0,0.0002767017155506364
multis,0.0,0.0002767017155506364
real,0.023008849557522124,0.005257332595462092
tickets,0.005309734513274336,0.0016602102933038186
used,0.0017699115044247787,0.0024903154399557276
yo,0.0017699115044247787,0.007470946319867183
bed,0.0,0.006640841173215274
came,0.0017699115044247787,0.005810736026563365
coins,0.0,0.0008301051466519093
factory,0.0,0.0002767017155506364
gotta,0.0,0.002767017155506364
nitros,0.0,0.0002767017155506364
requests,0.0017699115044247787,0.0005534034311012728
started,0.0,0.0024903154399557276
download,0.0035398230088495575,0.002213613724405091
ela,0.0,0.0005534034311012728
il,0.0,0.0024903154399557276
kano,0.0,0.001383508577753182
wen,0.0,0.004703929164360819
close,0.007079646017699115,0.0030437188710570003
stand,0.0,0.0016602102933038186
afternoon,0.0,0.0063641394576646375
casualty,0.0,0.0002767017155506364
haven,0.0017699115044247787,0.004980630879911455
includes,0.0,0.0002767017155506364
late,0.0017699115044247787,0.013004980630879912
means,0.0,0.005810736026563365
night,0.007079646017699115,0.020475926950747094
sheets,0.0,0.0008301051466519093
spent,0.0,0.001936912008854455
stuff42moro,0.0,0.0002767017155506364
becoz,0.0,0.0008301051466519093
hurts,0.0,0.0011068068622025456
loves,0.0,0.001383508577753182
pleasure,0.0,0.001383508577753182
pours,0.0,0.0002767017155506364
rain,0.0,0.002213613724405091
smile,0.0,0.0063641394576646375
smiling,0.0,0.002213613724405091
sum1,0.0,0.0002767017155506364
trouble,0.0,0.001936912008854455
0800,0.019469026548672566,0.0
10am,0.008849557522123894,0.0
169,0.0017699115044247787,0.0
5000,0.03185840707964602,0.0
6031,0.0017699115044247787,0.0
9pm,0.0017699115044247787,0.0005534034311012728
guaranteed,0.06725663716814159,0.0
representative,0.01415929203539823,0.0
service,0.0743362831858407,0.0002767017155506364
530,0.0,0.0011068068622025456
buy,0.005309734513274336,0.01162147205312673
havent,0.0,0.0035971223021582736
lido,0.0,0.0008301051466519093
planning,0.0,0.001383508577753182
450ppw,0.0035398230088495575,0.0
5249,0.0035398230088495575,0.0
85069,0.0035398230088495575,0.0
92h,0.0035398230088495575,0.0
box,0.04601769911504425,0.0008301051466519093
britney,0.0035398230088495575,0.0
collected,0.0035398230088495575,0.0002767017155506364
fml,0.0035398230088495575,0.0005534034311012728
mix,0.005309734513274336,0.0
mk17,0.0035398230088495575,0.0
password,0.005309734513274336,0.0008301051466519093
po,0.04424778761061947,0.0005534034311012728
simply,0.0035398230088495575,0.0005534034311012728
usher,0.0035398230088495575,0.0
verify,0.005309734513274336,0.0
abt,0.0,0.005534034311012728
movie,0.0035398230088495575,0.004427227448810182
telugu,0.0,0.0005534034311012728
loads,0.0017699115044247787,0.002767017155506364
loans,0.0017699115044247787,0.0002767017155506364
appointment,0.0,0.0011068068622025456
cause,0.0,0.004150525733259546
forgot,0.0,0.006087437742114001
hairdressers,0.0,0.0002767017155506364
hols,0.0035398230088495575,0.0002767017155506364
prob,0.0,0.0030437188710570003
run,0.0,0.004980630879911455
shower,0.0,0.0016602102933038186
wk,0.03893805309734513,0.001936912008854455
animation,0.0,0.0002767017155506364
coffee,0.0,0.002213613724405091
ams,0.0,0.0002767017155506364
ave,0.0035398230088495575,0.0011068068622025456
legal,0.0,0.0008301051466519093
long,0.0,0.008854454897620365
okay,0.0,0.006087437742114001
price,0.023008849557522124,0.001383508577753182
4the,0.0,0.0002767017155506364
driving,0.0017699115044247787,0.0035971223021582736
gone,0.0,0.0030437188710570003
test,0.0,0.004427227448810182
boston,0.0,0.0005534034311012728
changed,0.0017699115044247787,0.0011068068622025456
cuz,0.0,0.0016602102933038186
gave,0.0,0.0016602102933038186
guess,0.010619469026548672,0.00691754288876591
location,0.0,0.0005534034311012728
mean,0.0,0.004427227448810182
men,0.0035398230088495575,0.0011068068622025456
nyc,0.0,0.0005534034311012728
page,0.0017699115044247787,0.001383508577753182
says,0.0,0.004980630879911455
search,0.0035398230088495575,0.0035971223021582736
signin,0.0,0.0002767017155506364
dear,0.023008849557522124,0.01992252351964582
life,0.005309734513274336,0.013004980630879912
lot,0.0,0.00774764803541782
umma,0.0,0.0016602102933038186
vava,0.0,0.0005534034311012728
birthday,0.0017699115044247787,0.005534034311012728
making,0.0,0.005810736026563365
memorable,0.0,0.0002767017155506364
truly,0.0035398230088495575,0.0005534034311012728
wishes,0.0,0.0016602102933038186
aight,0.0,0.007194244604316547
hit,0.005309734513274336,0.002213613724405091
address,0.007079646017699115,0.00387382401770891
computer,0.0035398230088495575,0.0011068068622025456
considering,0.0,0.0005534034311012728
ip,0.0,0.0002767017155506364
isn,0.0,0.0035971223021582736
minecraft,0.0,0.0002767017155506364
server,0.0,0.0002767017155506364
better,0.0017699115044247787,0.008301051466519093
grumpy,0.0,0.0002767017155506364
jokes,0.0,0.0008301051466519093
lying,0.0,0.0002767017155506364
old,0.0035398230088495575,0.002767017155506364
people,0.005309734513274336,0.009131156613171001
busy,0.0,0.004427227448810182
worry,0.0,0.006087437742114001
noun,0.0,0.0005534034311012728
plural,0.0,0.0002767017155506364
research,0.0,0.0011068068622025456
cos,0.0,0.01383508577753182
loud,0.0,0.0005534034311012728
mah,0.0,0.002767017155506364
scared,0.0,0.0011068068622025456
things,0.0017699115044247787,0.009407858328721638
09064012160,0.0035398230088495575,0.0
12hrs,0.023008849557522124,0.0
150ppm,0.047787610619469026,0.0
contact,0.07256637168141593,0.002213613724405091
draw,0.05309734513274336,0.001383508577753182
gent,0.0035398230088495575,0.0
k52,0.0035398230088495575,0.0
shows,0.03716814159292035,0.001383508577753182
weekends,0.007079646017699115,0.0005534034311012728
anythin,0.0,0.0005534034311012728
eatin,0.0,0.0011068068622025456
formal,0.0,0.0002767017155506364
haha,0.0,0.011068068622025456
happened,0.0,0.0030437188710570003
juz,0.0,0.004427227448810182
openin,0.0,0.0002767017155506364
puttin,0.0,0.0002767017155506364
sentence,0.0,0.0008301051466519093
tt,0.0,0.0008301051466519093
wa,0.0,0.0005534034311012728
weight,0.0,0.0016602102933038186
apartment,0.0,0.002213613724405091
askd,0.0,0.0030437188710570003
boss,0.0,0.002213613724405091
cabin,0.0,0.001383508577753182
entered,0.010619469026548672,0.001383508577753182
felt,0.0,0.0035971223021582736
invited,0.007079646017699115,0.0016602102933038186
went,0.0,0.01162147205312673
0871277810910p,0.0017699115044247787,0.0
flights,0.008849557522123894,0.0
holiday,0.03893805309734513,0.002767017155506364
min,0.04601769911504425,0.004980630879911455
operator,0.019469026548672566,0.0
specially,0.012389380530973451,0.0
friday,0.0,0.003320420586607637
goodo,0.0,0.0005534034311012728
needed,0.0,0.0008301051466519093
potato,0.0,0.0005534034311012728
ratio,0.0,0.0002767017155506364
tortilla,0.0,0.0005534034311012728
directly,0.0,0.0008301051466519093
food,0.0,0.005257332595462092
hmm,0.0,0.0024903154399557276
informed,0.0035398230088495575,0.0008301051466519093
paying,0.0017699115044247787,0.0016602102933038186
school,0.0,0.004427227448810182
uncle,0.0,0.001936912008854455
07742676969,0.0035398230088495575,0.0
08719180248,0.0035398230088495575,0.0
2004,0.008849557522123894,0.0
45239,0.0035398230088495575,0.0
786,0.005309734513274336,0.0
account,0.019469026548672566,0.0035971223021582736
expires,0.01592920353982301,0.0
identifier,0.01592920353982301,0.0
points,0.01592920353982301,0.0008301051466519093
private,0.017699115044247787,0.0002767017155506364
statement,0.01415929203539823,0.0
unredeemed,0.005309734513274336,0.0
03,0.021238938053097345,0.0
09064019788,0.0017699115044247787,0.0
2000,0.033628318584070796,0.0002767017155506364
box42wr29c,0.0017699115044247787,0.0
caller,0.019469026548672566,0.0002767017155506364
landline,0.04247787610619469,0.0005534034311012728
apples,0.0,0.0002767017155506364
malarky,0.0,0.0002767017155506364
pairs,0.0,0.0002767017155506364
08712300220,0.007079646017699115,0.0
350,0.012389380530973451,0.0
4041,0.0017699115044247787,0.0
7548,0.0017699115044247787,0.0
app,0.005309734513274336,0.0005534034311012728
award,0.02654867256637168,0.0002767017155506364
ending,0.008849557522123894,0.0
match,0.007079646017699115,0.0008301051466519093
numbers,0.008849557522123894,0.0005534034311012728
quoting,0.005309734513274336,0.0
rates,0.008849557522123894,0.0
standard,0.007079646017699115,0.0
todays,0.023008849557522124,0.0008301051466519093
voda,0.005309734513274336,0.0
mu,0.0,0.0035971223021582736
sao,0.0,0.0002767017155506364
buying,0.0,0.0011068068622025456
predict,0.0,0.0002767017155506364
apologise,0.0,0.0008301051466519093
bother,0.0,0.001383508577753182
hasn,0.0,0.0008301051466519093
imposed,0.0,0.0002767017155506364
